0.000000000000000000e+00,0.000000000000000000e+00
9.569803772497843808e-02,1.405214634727760814e-01
5.011007957724049611e-01,4.957697820320081661e-01
1.621728964700630896e-02,7.552665132724138176e-03
1.363780232872835744e-04,-5.079510353891701913e-01
9.950799771701049345e-02,1.450807185680380029e-01
2.096183555435308151e-03,-2.609217820324238324e-01
3.595405214556541456e-05,-8.657056410101210409e-01
3.956326809185055360e-02,5.252991148816645028e-02
2.474247083832083150e-04,-4.130801475372118392e-01
3.390592221740381107e-01,3.719027146622068680e-01
1.472486746809187064e-01,1.801854344172376665e-01
7.967771139089305787e-01,8.323355286632375671e-01
2.901778802318877859e-01,3.208824399322664500e-01
9.132873788600924803e-01,9.999000143200438284e-01
4.209043105398852513e-01,4.490727006015486911e-01
5.261252007351234772e-01,5.147122204964539316e-01
3.431733087458842257e-02,5.138498791023635159e-02
1.226728390203647365e-02,-2.560514124973185465e-02
7.042284541634720799e-03,-8.889130957379322295e-02
6.145416055523652554e-01,6.685451555028504300e-01
4.944553903208235290e-01,5.412751625375100684e-01
1.080978723105073747e-04,-4.079786701276348904e-01
7.076395755576256885e-01,6.856659521692611836e-01
6.086646514588965884e-01,5.991219478140483723e-01
8.971793092359284596e-05,-5.748242696006681252e-01
8.969018104895994103e-02,1.526519120362947179e-01
1.905665990120326836e-02,-5.313776086090345185e-02
1.071899576591871101e-01,1.631237667074986186e-01
1.101783443899690936e-03,-2.306981443905484486e-01
6.520363491496411479e-01,6.117524951187270910e-01
6.066597296692289351e-05,-6.669121746582457044e-01
2.450170234085005949e-01,2.926373405799478911e-01
4.833627078682156745e-05,-6.593380009038894984e-01
1.715252006091547848e-04,-3.365523341520752498e-01
3.959745596408202895e-01,4.226858041740196859e-01
3.103468018917324503e-02,-9.176213733286933683e-03
3.108268668595300377e-01,3.826687426220914956e-01
4.429717568943949968e-01,4.818985723335775795e-01
6.580346653595669712e-04,-3.807974744064874795e-01
5.290196004341776725e-02,1.081904383302854794e-01
3.260046892732330854e-05,-6.673527028660493077e-01
3.546693879957661601e-04,-3.920362230052539254e-01
1.020712262351394469e-04,-4.734669181026002205e-01
7.134588086458000245e-01,8.145805689423766260e-01
7.786423591674979106e-02,1.077575113511767962e-01
5.303804877105092880e-02,7.538136033409474634e-02
1.814393386035175696e-03,-2.336011553022900034e-01
1.796667123375333686e-01,2.308660906980719851e-01
0.000000000000000000e+00,0.000000000000000000e+00
